,address,rent,scrape_date,houseno,sttype,stname,zipcode,address_id
437,"3600 Shiloh Church Rd, Davidson, NC 28036",1650,2023-02-24,3600,RD,SHILOH CHURCH,28036,3600_SHILOH CHURCH_RD_28036
345,"6207 Stoneyridge Dr, Indian Trail, NC 28079",1650,2023-02-24,6207,DR,STONEYRIDGE,28079,6207_STONEYRIDGE_DR_28079
296,"3017 Carol Ave, Charlotte, NC 28208",1650,2023-02-25,3017,AVE,CAROL,28208,3017_CAROL_AVE_28208
430,"1019 Brenham Ln, Matthews, NC 28105",1650,2023-02-25,1019,LN,BRENHAM,28105,1019_BRENHAM_LN_28105
295,"8328 Robinson Church Rd, Charlotte, NC 28215",1650,2023-02-25,8328,RD,ROBINSON CHURCH,28215,8328_ROBINSON CHURCH_RD_28215
688,"6632 Rockwell Blvd, Charlotte, NC 28269",1650,2023-02-25,6632,BLVD,ROCKWELL,28269,6632_ROCKWELL_BLVD_28269
314,"1502 Polk St, Charlotte, NC 28206",1650,2023-02-24,1502,ST,POLK,28206,1502_POLK_ST_28206
730,"6448 Pennacook Dr, Charlotte, NC 28214",1649,2023-02-25,6448,DR,PENNACOOK,28214,6448_PENNACOOK_DR_28214
467,"13725 Calloway Glen Dr, Charlotte, NC 28273",1649,2023-02-24,13725,DR,CALLOWAY GLEN,28273,13725_CALLOWAY GLEN_DR_28273
531,"1506 Majestic Meadow Dr, Charlotte, NC 28216",1649,2023-02-24,1506,DR,MAJESTIC MEADOW,28216,1506_MAJESTIC MEADOW_DR_28216
575,"1206 Pearl Crescent Dr, Charlotte, NC 28216",1649,2023-02-24,1206,DR,PEARL CRESCENT,28216,1206_PEARL CRESCENT_DR_28216
334,"3618 Redstones Rd, Charlotte, NC 28212",1645,2023-02-25,3618,RD,REDSTONES,28212,3618_REDSTONES_RD_28212
527,"10207 University Park Ln, Charlotte, NC 28213",1645,2023-02-25,10207,LN,UNIVERSITY PARK,28213,10207_UNIVERSITY PARK_LN_28213
628,"2331 Brendon Patrick Ct, Charlotte, NC 28262",1645,2023-02-24,2331,CT,BRENDON PATRICK,28262,2331_BRENDON PATRICK_CT_28262
827,"1011 Dedmon Dr, Charlotte, NC 28216",1645,2023-02-25,1011,DR,DEDMON,28216,1011_DEDMON_DR_28216
121,"5716 Henderson Oaks Dr, Charlotte, NC 28269",1645,2023-02-25,5716,DR,HENDERSON OAKS,28269,5716_HENDERSON OAKS_DR_28269
433,"2320 Meadecroft Rd, Charlotte, NC 28214",1635,2023-02-24,2320,RD,MEADECROFT,28214,2320_MEADECROFT_RD_28214
187,"1313 Grass Meadows Ct, Charlotte, NC 28216",1635,2023-02-24,1313,CT,GRASS MEADOWS,28216,1313_GRASS MEADOWS_CT_28216
276,"4417 Westcreek Ct, Charlotte, NC 28227",1630,2023-02-25,4417,CT,WESTCREEK,28227,4417_WESTCREEK_CT_28227
473,"6216 Bonnybrook Ln, Charlotte, NC 28212",1630,2023-02-25,6216,LN,BONNYBROOK,28212,6216_BONNYBROOK_LN_28212
175,"1315 Braveheart Ln, Charlotte, NC 28216",1625,2023-02-24,1315,LN,BRAVEHEART,28216,1315_BRAVEHEART_LN_28216
786,"11539 Stewarts Crossing Dr, Charlotte, NC 28215",1625,2023-02-25,11539,DR,STEWARTS CROSSING,28215,11539_STEWARTS CROSSING_DR_28215
122,"6810 Hidden Forest Dr, Charlotte, NC 28213",1615,2023-02-24,6810,DR,HIDDEN FOREST,28213,6810_HIDDEN FOREST_DR_28213
83,"4200 Colebrook Rd, Charlotte, NC 28215",1605,2023-02-24,4200,RD,COLEBROOK,28215,4200_COLEBROOK_RD_28215
741,"8909 Hambright Rd, Huntersville, NC 28078",1600,2023-02-25,8909,RD,HAMBRIGHT,28078,8909_HAMBRIGHT_RD_28078
403,"3264 Mannington Dr, Charlotte, NC 28270",1600,2023-02-25,3264,DR,MANNINGTON,28270,3264_MANNINGTON_DR_28270
330,"2849 Fordwood Dr, Charlotte, NC 28208",1600,2023-02-25,2849,DR,FORDWOOD,28208,2849_FORDWOOD_DR_28208
169,"6303 Linda Vista Ln, Charlotte, NC 28216",1600,2023-02-24,6303,LN,LINDA VISTA,28216,6303_LINDA VISTA_LN_28216
646,"3114 Graymont Dr, Charlotte, NC 28217",1600,2023-02-24,3114,DR,GRAYMONT,28217,3114_GRAYMONT_DR_28217
403,"5110 Statesville Rd, Charlotte, NC 28269",1600,2023-02-24,5110,RD,STATESVILLE,28269,5110_STATESVILLE_RD_28269
506,"6039 Cougar Ln, Charlotte, NC 28269",1600,2023-02-25,6039,LN,COUGAR,28269,6039_COUGAR_LN_28269
565,"6941 Red Bud Cir, Charlotte, NC 28214",1600,2023-02-24,6941,CIR,RED BUD,28214,6941_RED BUD_CIR_28214
755,"1208 Helms Rd, Charlotte, NC 28214",1599,2023-02-25,1208,RD,HELMS,28214,1208_HELMS_RD_28214
185,"3800 Seaman Dr, Charlotte, NC 28217",1595,2023-02-24,3800,DR,SEAMAN,28217,3800_SEAMAN_DR_28217
828,"3308 Credenza Rd, Charlotte, NC 28208",1595,2023-02-25,3308,RD,CREDENZA,28208,3308_CREDENZA_RD_28208
402,"1300 Shannonhouse Dr, Charlotte, NC 28215",1595,2023-02-24,1300,DR,SHANNONHOUSE,28215,1300_SHANNONHOUSE_DR_28215
504,"5908 Wilora Lake Rd, Charlotte, NC 28212",1595,2023-02-24,5908,RD,WILORA LAKE,28212,5908_WILORA LAKE_RD_28212
776,"1714 Club Rd, Charlotte, NC 28205",1595,2023-02-25,1714,RD,CLUB,28205,1714_CLUB_RD_28205
665,"3214 Cedarhurst Dr, Charlotte, NC 28269",1595,2023-02-24,3214,DR,CEDARHURST,28269,3214_CEDARHURST_DR_28269
777,"1708 Club Rd, Charlotte, NC 28205",1595,2023-02-25,1708,RD,CLUB,28205,1708_CLUB_RD_28205
273,"1606 Allenbrook Dr, Charlotte, NC 28208",1595,2023-02-25,1606,DR,ALLENBROOK,28208,1606_ALLENBROOK_DR_28208
241,"5956 Prescott Ct, Charlotte, NC 28269",1595,2023-02-25,5956,CT,PRESCOTT,28269,5956_PRESCOTT_CT_28269
669,"709 Thera Dr, Charlotte, NC 28206",1595,2023-02-24,709,DR,THERA,28206,709_THERA_DR_28206
453,"3809 Bardot Dr, Charlotte, NC 28216",1595,2023-02-25,3809,DR,BARDOT,28216,3809_BARDOT_DR_28216
231,"3532 Colony Crossing Dr, Charlotte, NC 28210",1595,2023-02-25,3532,DR,COLONY CROSSING,28210,3532_COLONY CROSSING_DR_28210
663,"2133 Thornfield Rd, Charlotte, NC 28217",1595,2023-02-25,2133,RD,THORNFIELD,28217,2133_THORNFIELD_RD_28217
705,"14742 Lions Pride Ct, Charlotte, NC 28273",1595,2023-02-25,14742,CT,LIONS PRIDE,28273,14742_LIONS PRIDE_CT_28273
664,"333 Kingville Dr, Charlotte, NC 28213",1595,2023-02-25,333,DR,KINGVILLE,28213,333_KINGVILLE_DR_28213
420,"5201 Ruth Dr, Charlotte, NC 28215",1580,2023-02-24,5201,DR,RUTH,28215,5201_RUTH_DR_28215
446,"1125 Dade St, Charlotte, NC 28205",1580,2023-02-24,1125,ST,DADE,28205,1125_DADE_ST_28205
418,"8663 Meadowmont View Dr, Charlotte, NC 28269",1575,2023-02-24,8663,DR,MEADOWMONT VIEW,28269,8663_MEADOWMONT VIEW_DR_28269
567,"416 Kennerly Dr, Indian Trail, NC 28079",1575,2023-02-24,416,DR,KENNERLY,28079,416_KENNERLY_DR_28079
145,"4621 Bomar Dr, Charlotte, NC 28216",1570,2023-02-24,4621,DR,BOMAR,28216,4621_BOMAR_DR_28216
160,"(undisclosed Address), Charlotte, NC 28205",1550,2023-02-25,(undisclosed,ADDRESS),,28205,(undisclosed__ADDRESS)_28205
626,"9323 Feldbank Dr, Charlotte, NC 28216",1550,2023-02-25,9323,DR,FELDBANK,28216,9323_FELDBANK_DR_28216
461,"437 Doughton Ln, Charlotte, NC 28217",1550,2023-02-24,437,LN,DOUGHTON,28217,437_DOUGHTON_LN_28217
317,"306 State St, Charlotte, NC 28208",1550,2023-02-24,306,ST,STATE,28208,306_STATE_ST_28208
297,"3132 Cedarhurst Dr, Charlotte, NC 28269",1550,2023-02-24,3132,DR,CEDARHURST,28269,3132_CEDARHURST_DR_28269
462,"2009 Stoney Point Ln, Charlotte, NC 28210",1550,2023-02-24,2009,LN,STONEY POINT,28210,2009_STONEY POINT_LN_28210
548,"3615 Barringer Dr, Charlotte, NC 28217",1545,2023-02-25,3615,DR,BARRINGER,28217,3615_BARRINGER_DR_28217
655,"1844 Garibaldi Ave, Charlotte, NC 28208",1545,2023-02-25,1844,AVE,GARIBALDI,28208,1844_GARIBALDI_AVE_28208
633,"516 Concordia Ave, Charlotte, NC 28206",1545,2023-02-24,516,AVE,CONCORDIA,28206,516_CONCORDIA_AVE_28206
674,"5736 Lawn Meadow Dr, Charlotte, NC 28216",1545,2023-02-24,5736,DR,LAWN MEADOW,28216,5736_LAWN MEADOW_DR_28216
172,"3700 Sargeant Dr, Charlotte, NC 28217",1530,2023-02-24,3700,DR,SARGEANT,28217,3700_SARGEANT_DR_28217
308,"1604 Sharon Rd W APT 22, Charlotte, NC 28210",1525,2023-02-25,1604,22,SHARON RD W APT,28210,1604_SHARON RD W APT_22_28210
143,"6912 Delta Lake Dr, Charlotte, NC 28215",1520,2023-02-24,6912,DR,DELTA LAKE,28215,6912_DELTA LAKE_DR_28215
72,"3019 Nevin Pl Dr, Charlotte, NC 28269",1505,2023-02-24,3019,DR,NEVIN PL,28269,3019_NEVIN PL_DR_28269
533,"3134 Markland Dr, Charlotte, NC 28208",1500,2023-02-24,3134,DR,MARKLAND,28208,3134_MARKLAND_DR_28208
558,"2810 Selwyn Ave, Charlotte, NC 28209",1500,2023-02-24,2810,AVE,SELWYN,28209,2810_SELWYN_AVE_28209
310,"3311 Tuckaseegee Rd, Charlotte, NC 28208",1500,2023-02-25,3311,RD,TUCKASEEGEE,28208,3311_TUCKASEEGEE_RD_28208
326,"1017 Rodey Ave, Charlotte, NC 28206",1500,2023-02-25,1017,AVE,RODEY,28206,1017_RODEY_AVE_28206
281,"3242 Rogers St, Charlotte, NC 28208",1500,2023-02-25,3242,ST,ROGERS,28208,3242_ROGERS_ST_28208
556,"3319 Maywood Dr, Charlotte, NC 28205",1500,2023-02-24,3319,DR,MAYWOOD,28205,3319_MAYWOOD_DR_28205
182,"1723 Teddington Dr, Charlotte, NC 28214",1500,2023-02-24,1723,DR,TEDDINGTON,28214,1723_TEDDINGTON_DR_28214
495,"5719 Prescott Ct, Charlotte, NC 28269",1500,2023-02-24,5719,CT,PRESCOTT,28269,5719_PRESCOTT_CT_28269
285,"227 Keswick Ave, Charlotte, NC 28206",1500,2023-02-24,227,AVE,KESWICK,28206,227_KESWICK_AVE_28206
292,"2208 Kilborne Dr, Charlotte, NC 28205",1499,2023-02-24,2208,DR,KILBORNE,28205,2208_KILBORNE_DR_28205
455,"4207 Dinglewood Ave, Charlotte, NC 28205",1499,2023-02-24,4207,AVE,DINGLEWOOD,28205,4207_DINGLEWOOD_AVE_28205
85,"1943 Dietrich Ln, Charlotte, NC 28262",1499,2023-02-25,1943,LN,DIETRICH,28262,1943_DIETRICH_LN_28262
444,"4936 Sardis Rd, Charlotte, NC 28270",1495,2023-02-24,4936,RD,SARDIS,28270,4936_SARDIS_RD_28270
271,"1528 Jennings St, Charlotte, NC 28216",1495,2023-02-24,1528,ST,JENNINGS,28216,1528_JENNINGS_ST_28216
129,"6142 Spring Garden Ln, Charlotte, NC 28213",1495,2023-02-24,6142,LN,SPRING GARDEN,28213,6142_SPRING GARDEN_LN_28213
278,"2018 Ridge Rd, Charlotte, NC 28262",1495,2023-02-25,2018,RD,RIDGE,28262,2018_RIDGE_RD_28262
359,"6019 Double Rein Rd, Charlotte, NC 28215",1495,2023-02-25,6019,RD,DOUBLE REIN,28215,6019_DOUBLE REIN_RD_28215
500,"2401 Westerly Hills Dr, Charlotte, NC 28208",1495,2023-02-24,2401,DR,WESTERLY HILLS,28208,2401_WESTERLY HILLS_DR_28208
280,"2628 Columbus Cir, Charlotte, NC 28208",1495,2023-02-24,2628,CIR,COLUMBUS,28208,2628_COLUMBUS_CIR_28208
443,"526 Bent Leaf Ct, Fort Mill, SC 29708",1495,2023-02-24,526,CT,BENT LEAF,29708,526_BENT LEAF_CT_29708
714,"2735 Grimes St, Charlotte, NC 28206",1480,2023-02-25,2735,ST,GRIMES,28206,2735_GRIMES_ST_28206
689,"932 Hickory Nut St, Charlotte, NC 28205",1475,2023-02-25,932,ST,HICKORY NUT,28205,932_HICKORY NUT_ST_28205
291,"9443 Feldbank Dr, Charlotte, NC 28216",1465,2023-02-25,9443,DR,FELDBANK,28216,9443_FELDBANK_DR_28216
831,"9235 Kendall Dr, Charlotte, NC 28214",1450,2023-02-25,9235,DR,KENDALL,28214,9235_KENDALL_DR_28214
426,"709 S Torrence St, Charlotte, NC 28204",1450,2023-02-24,709,ST,S TORRENCE,28204,709_S TORRENCE_ST_28204
497,"2014 McNeil Paper Ct, Charlotte, NC 28214",1450,2023-02-24,2014,CT,MCNEIL PAPER,28214,2014_MCNEIL PAPER_CT_28214
443,"11301 Johnston Rd, Charlotte, NC 28226",1450,2023-02-25,11301,RD,JOHNSTON,28226,11301_JOHNSTON_RD_28226
648,"1200 Condon St, Charlotte, NC 28216",1445,2023-02-25,1200,ST,CONDON,28216,1200_CONDON_ST_28216
667,"4328 Pebblebrook Dr, Charlotte, NC 28208",1445,2023-02-24,4328,DR,PEBBLEBROOK,28208,4328_PEBBLEBROOK_DR_28208
37,"2836 Parkmont Dr, Charlotte, NC 28208",1440,2023-02-25,2836,DR,PARKMONT,28208,2836_PARKMONT_DR_28208
202,"3233 Burbank Dr, Charlotte, NC 28216",1435,2023-02-24,3233,DR,BURBANK,28216,3233_BURBANK_DR_28216
529,"1300 Level Creek Ln, Charlotte, NC 28214",1425,2023-02-25,1300,LN,LEVEL CREEK,28214,1300_LEVEL CREEK_LN_28214
588,"4336 Hathaway St APT A, Charlotte, NC 28211",1425,2023-02-25,4336,A,HATHAWAY ST APT,28211,4336_HATHAWAY ST APT_A_28211
709,"3308 Ritch Ave, Charlotte, NC 28206",1400,2023-02-25,3308,AVE,RITCH,28206,3308_RITCH_AVE_28206
393,"3713 Foxford Pl, Charlotte, NC 28215",1400,2023-02-24,3713,PL,FOXFORD,28215,3713_FOXFORD_PL_28215
454,"1638 Arlyn Cir, Charlotte, NC 28213",1400,2023-02-24,1638,CIR,ARLYN,28213,1638_ARLYN_CIR_28213
323,"1610 Catherine Simmons Ave, Charlotte, NC 28216",1400,2023-02-25,1610,AVE,CATHERINE SIMMONS,28216,1610_CATHERINE SIMMONS_AVE_28216
534,"557 Wakefield Dr, Charlotte, NC 28209",1400,2023-02-24,557,DR,WAKEFIELD,28209,557_WAKEFIELD_DR_28209
249,"2104 Brewton Dr, Charlotte, NC 28206",1395,2023-02-24,2104,DR,BREWTON,28206,2104_BREWTON_DR_28206
89,"2212 Kenmore Ave, Charlotte, NC 28204",1395,2023-02-25,2212,AVE,KENMORE,28204,2212_KENMORE_AVE_28204
341,"6929 Delta Lake Dr, Charlotte, NC 28215",1395,2023-02-25,6929,DR,DELTA LAKE,28215,6929_DELTA LAKE_DR_28215
435,"3121 Mathis Dr, Charlotte, NC 28208",1395,2023-02-25,3121,DR,MATHIS,28208,3121_MATHIS_DR_28208
144,"2328 Rozzelles Ferry Rd, Charlotte, NC 28208",1395,2023-02-25,2328,RD,ROZZELLES FERRY,28208,2328_ROZZELLES FERRY_RD_28208
465,"2031 Scott Ave, Charlotte, NC 28203",1375,2023-02-24,2031,AVE,SCOTT,28203,2031_SCOTT_AVE_28203
92,"2007 Holly St, Charlotte, NC 28216",1375,2023-02-25,2007,ST,HOLLY,28216,2007_HOLLY_ST_28216
333,"4017 Northaven Dr, Charlotte, NC 28206",1350,2023-02-24,4017,DR,NORTHAVEN,28206,4017_NORTHAVEN_DR_28206
340,"3141 Columbus Cir, Charlotte, NC 28208",1350,2023-02-24,3141,CIR,COLUMBUS,28208,3141_COLUMBUS_CIR_28208
366,"3424 Avalon Ave, Charlotte, NC 28208",1350,2023-02-25,3424,AVE,AVALON,28208,3424_AVALON_AVE_28208
226,"401 Orange St APT 1, Charlotte, NC 28205",1350,2023-02-25,401,1,ORANGE ST APT,28205,401_ORANGE ST APT_1_28205
519,"7609 Boswell Rd, Charlotte, NC 28215",1350,2023-02-24,7609,RD,BOSWELL,28215,7609_BOSWELL_RD_28215
449,"401 Orange St, Charlotte, NC 28205",1350,2023-02-24,401,ST,ORANGE,28205,401_ORANGE_ST_28205
400,"524 Stegall St, Charlotte, NC 28217",1345,2023-02-25,524,ST,STEGALL,28217,524_STEGALL_ST_28217
578,"4904 Winchester St, Charlotte, NC 28208",1345,2023-02-25,4904,ST,WINCHESTER,28208,4904_WINCHESTER_ST_28208
198,"4152 Canyon Creek Ln, Charlotte, NC 28216",1325,2023-02-25,4152,LN,CANYON CREEK,28216,4152_CANYON CREEK_LN_28216
389,"520 Porter St, Charlotte, NC 28208",1300,2023-02-24,520,ST,PORTER,28208,520_PORTER_ST_28208
194,"1611 Summerville Rd, Charlotte, NC 28214",1300,2023-02-25,1611,RD,SUMMERVILLE,28214,1611_SUMMERVILLE_RD_28214
305,"3029 Melita Ave, Charlotte, NC 28216",1300,2023-02-25,3029,AVE,MELITA,28216,3029_MELITA_AVE_28216
832,"7701 Boswell Rd, Charlotte, NC 28215",1300,2023-02-25,7701,RD,BOSWELL,28215,7701_BOSWELL_RD_28215
222,"1121 Myrtle Ave APT 12, Charlotte, NC 28203",1299,2023-02-25,1121,12,MYRTLE AVE APT,28203,1121_MYRTLE AVE APT_12_28203
405,"600 Camrose Dr, Charlotte, NC 28215",1295,2023-02-25,600,DR,CAMROSE,28215,600_CAMROSE_DR_28215
432,"5534 Allen Rd E, Charlotte, NC 28269",1280,2023-02-24,5534,E,ALLEN RD,28269,5534_ALLEN RD_E_28269
256,"1813 Union St, Charlotte, NC 28205",1250,2023-02-24,1813,ST,UNION,28205,1813_UNION_ST_28205
534,"4207 Commonwealth Ave, Charlotte, NC 28205",1225,2023-02-25,4207,AVE,COMMONWEALTH,28205,4207_COMMONWEALTH_AVE_28205
581,"400 Queens Rd #B3, Charlotte, NC 28204",1200,2023-02-25,400,#B3,QUEENS RD,28204,400_QUEENS RD_#B3_28204
604,"1907 Saint Paul St, Charlotte, NC 28216",1200,2023-02-25,1907,ST,SAINT PAUL,28216,1907_SAINT PAUL_ST_28216
6,"2740 Remington St, Charlotte, NC 28216",1145,2023-02-25,2740,ST,REMINGTON,28216,2740_REMINGTON_ST_28216
599,"2552 Eddington St, Charlotte, NC 28208",1050,2023-02-24,2552,ST,EDDINGTON,28208,2552_EDDINGTON_ST_28208
398,"306 Orchard Trace Ln APT 7, Charlotte, NC 28213",1000,2023-02-25,306,7,ORCHARD TRACE LN APT,28213,306_ORCHARD TRACE LN APT_7_28213
747,"400 Orchard Trace Ln APT 2, Charlotte, NC 28213",1000,2023-02-25,400,2,ORCHARD TRACE LN APT,28213,400_ORCHARD TRACE LN APT_2_28213
608,"342 Orchard Trace Ln, Charlotte, NC 28213",1000,2023-02-24,342,LN,ORCHARD TRACE,28213,342_ORCHARD TRACE_LN_28213
520,"305 Orchard Trace Ln, Charlotte, NC 28213",1000,2023-02-24,305,LN,ORCHARD TRACE,28213,305_ORCHARD TRACE_LN_28213
441,"326 Orchard Trace Ln APT 6, Charlotte, NC 28213",1000,2023-02-25,326,6,ORCHARD TRACE LN APT,28213,326_ORCHARD TRACE LN APT_6_28213
174,"1923 W Trade St, Charlotte, NC 28216",1000,2023-02-24,1923,ST,W TRADE,28216,1923_W TRADE_ST_28216
767,"3410 Craig Ave, Charlotte, NC 28211",999,2023-02-25,3410,AVE,CRAIG,28211,3410_CRAIG_AVE_28211
155,"1324 Thomasboro Dr APT 2, Charlotte, NC 28208",995,2023-02-25,1324,2,THOMASBORO DR APT,28208,1324_THOMASBORO DR APT_2_28208
439,"3212 Seymour Dr, Charlotte, NC 28208",850,2023-02-24,3212,DR,SEYMOUR,28208,3212_SEYMOUR_DR_28208
199,"2219 Flint Glenn Ln, Charlotte, NC 28262",755,2023-02-24,2219,LN,FLINT GLENN,28262,2219_FLINT GLENN_LN_28262
323,"3811 Marvin Rd, Charlotte, NC 28211",750,2023-02-24,3811,RD,MARVIN,28211,3811_MARVIN_RD_28211
648,"3592 Talwyn Ct, Charlotte, NC 28269",699,2023-02-24,3592,CT,TALWYN,28269,3592_TALWYN_CT_28269
200,"9426 Robert Burns Ct, Charlotte, NC 28213",615,2023-02-24,9426,CT,ROBERT BURNS,28213,9426_ROBERT BURNS_CT_28213
125,"9521 Robert Burns Ct, Charlotte, NC 28213",615,2023-02-24,9521,CT,ROBERT BURNS,28213,9521_ROBERT BURNS_CT_28213
198,"9518 Robert Burns Ct, Charlotte, NC 28213",590,2023-02-24,9518,CT,ROBERT BURNS,28213,9518_ROBERT BURNS_CT_28213
650,"4701 Easthaven Dr, Charlotte, NC 28212",540,2023-02-24,4701,DR,EASTHAVEN,28212,4701_EASTHAVEN_DR_28212
468,"1003 McArthur Ave, Charlotte, NC 28206",500,2023-02-24,1003,AVE,MCARTHUR,28206,1003_MCARTHUR_AVE_28206
647,"4901 Easthaven Dr, Charlotte, NC 28212",435,2023-02-24,4901,DR,EASTHAVEN,28212,4901_EASTHAVEN_DR_28212
