,address,rent,scrape_date,houseno,sttype,stname,zipcode,address_id
27,"3204 Old House Cir, Matthews, NC 28105",2095,2023-02-25,3204,CIR,OLD HOUSE,28105,3204_OLD HOUSE_CIR_28105
580,"8716 Brampton Dr, Charlotte, NC 28215",2095,2023-02-24,8716,DR,BRAMPTON,28215,8716_BRAMPTON_DR_28215
785,"12129 Old Dulin Farms Way, Charlotte, NC 28215",2095,2023-02-25,12129,WAY,OLD DULIN FARMS,28215,12129_OLD DULIN FARMS_WAY_28215
742,"611 Raphael Pl, Charlotte, NC 28205",2095,2023-02-25,611,PL,RAPHAEL,28205,611_RAPHAEL_PL_28205
65,"3028 Heathcroft Ct, Charlotte, NC 28269",2095,2023-02-24,3028,CT,HEATHCROFT,28269,3028_HEATHCROFT_CT_28269
591,"8413 Stoneman Pl, Charlotte, NC 28217",2095,2023-02-24,8413,PL,STONEMAN,28217,8413_STONEMAN_PL_28217
672,"11925 Long Forest Dr, Charlotte, NC 28269",2095,2023-02-24,11925,DR,LONG FOREST,28269,11925_LONG FOREST_DR_28269
235,"3106 Twin Falls Ln, Matthews, NC 28105",2095,2023-02-25,3106,LN,TWIN FALLS,28105,3106_TWIN FALLS_LN_28105
277,"6610 Riva Ridge Ct, Charlotte, NC 28216",2095,2023-02-25,6610,CT,RIVA RIDGE,28216,6610_RIVA RIDGE_CT_28216
636,"4538 Gaynelle Dr, Charlotte, NC 28215",2095,2023-02-25,4538,DR,GAYNELLE,28215,4538_GAYNELLE_DR_28215
375,"3601 Cedar Bark Dr, Matthews, NC 28105",2095,2023-02-24,3601,DR,CEDAR BARK,28105,3601_CEDAR BARK_DR_28105
602,"11123 Amberglades Ln, Charlotte, NC 28215",2095,2023-02-25,11123,LN,AMBERGLADES,28215,11123_AMBERGLADES_LN_28215
611,"4210 Vance Rd N, Huntersville, NC 28078",2095,2023-02-24,4210,N,VANCE RD,28078,4210_VANCE RD_N_28078
131,"9530 Bradstreet Commons Way, Charlotte, NC 28215",2095,2023-02-24,9530,WAY,BRADSTREET COMMONS,28215,9530_BRADSTREET COMMONS_WAY_28215
666,"3844 Brookchase Ln, Charlotte, NC 28205",2095,2023-02-24,3844,LN,BROOKCHASE,28205,3844_BROOKCHASE_LN_28205
159,"9114 Newfield St, Charlotte, NC 28216",2095,2023-02-24,9114,ST,NEWFIELD,28216,9114_NEWFIELD_ST_28216
520,"6209 Forest Pond Dr, Charlotte, NC 28262",2095,2023-02-25,6209,DR,FOREST POND,28262,6209_FOREST POND_DR_28262
166,"2621 Winding River Dr, Charlotte, NC 28214",2086,2023-02-25,2621,DR,WINDING RIVER,28214,2621_WINDING RIVER_DR_28214
521,"7418 Aragorn Ln, Charlotte, NC 28212",2085,2023-02-25,7418,LN,ARAGORN,28212,7418_ARAGORN_LN_28212
23,"2542 Carmathen Rd, Charlotte, NC 28269",2085,2023-02-24,2542,RD,CARMATHEN,28269,2542_CARMATHEN_RD_28269
173,"5030 Poplar Glen Dr, Matthews, NC 28104",2085,2023-02-24,5030,DR,POPLAR GLEN,28104,5030_POPLAR GLEN_DR_28104
239,"14144 Garden District Row, Huntersville, NC 28078",2075,2023-02-25,14144,ROW,GARDEN DISTRICT,28078,14144_GARDEN DISTRICT_ROW_28078
494,"3517 Rosedown Dr, Matthews, NC 28105",2075,2023-02-24,3517,DR,ROSEDOWN,28105,3517_ROSEDOWN_DR_28105
466,"2130 Pheasant Glen Rd, Charlotte, NC 28214",2075,2023-02-25,2130,RD,PHEASANT GLEN,28214,2130_PHEASANT GLEN_RD_28214
569,"11601 Larix Dr, Charlotte, NC 28273",2075,2023-02-24,11601,DR,LARIX,28273,11601_LARIX_DR_28273
582,"1602 Lisbon Ln, Charlotte, NC 28269",2075,2023-02-24,1602,LN,LISBON,28269,1602_LISBON_LN_28269
523,"10707 Northwoods Forest Dr, Charlotte, NC 28214",2075,2023-02-24,10707,DR,NORTHWOODS FOREST,28214,10707_NORTHWOODS FOREST_DR_28214
544,"11020 S Ford Rd, Charlotte, NC 28214",2075,2023-02-24,11020,RD,S FORD,28214,11020_S FORD_RD_28214
103,"1430 Bray Dr, Charlotte, NC 28214",2070,2023-02-24,1430,DR,BRAY,28214,1430_BRAY_DR_28214
830,"807 Swearngan Ridge Ct, Charlotte, NC 28216",2070,2023-02-25,807,CT,SWEARNGAN RIDGE,28216,807_SWEARNGAN RIDGE_CT_28216
13,"11119 Amberglades Ln, Charlotte, NC 28215",2070,2023-02-25,11119,LN,AMBERGLADES,28215,11119_AMBERGLADES_LN_28215
821,"15423 Chowning Tavern Ln, Charlotte, NC 28262",2065,2023-02-25,15423,LN,CHOWNING TAVERN,28262,15423_CHOWNING TAVERN_LN_28262
10,"4218 High Shoals Dr, Monroe, NC 28110",2065,2023-02-24,4218,DR,HIGH SHOALS,28110,4218_HIGH SHOALS_DR_28110
16,"12742 Cross Dale Dr, Huntersville, NC 28078",2065,2023-02-25,12742,DR,CROSS DALE,28078,12742_CROSS DALE_DR_28078
519,"7807 Montbrook Dr, Charlotte, NC 28214",2065,2023-02-25,7807,DR,MONTBROOK,28214,7807_MONTBROOK_DR_28214
512,"304 Neill Ridge Rd, Matthews, NC 28105",2062,2023-02-24,304,RD,NEILL RIDGE,28105,304_NEILL RIDGE_RD_28105
206,"3804 Larkhaven Village Dr, Charlotte, NC 28215",2060,2023-02-25,3804,DR,LARKHAVEN VILLAGE,28215,3804_LARKHAVEN VILLAGE_DR_28215
5,"2818 Royal Fern Ln, Charlotte, NC 28215",2055,2023-02-24,2818,LN,ROYAL FERN,28215,2818_ROYAL FERN_LN_28215
205,"15357 Michael Andrew Rd, Huntersville, NC 28078",2050,2023-02-24,15357,RD,MICHAEL ANDREW,28078,15357_MICHAEL ANDREW_RD_28078
816,"4937 Deerton Rd, Charlotte, NC 28269",2050,2023-02-25,4937,RD,DEERTON,28269,4937_DEERTON_RD_28269
228,"4320 Houldsworth Dr, Charlotte, NC 28213",2050,2023-02-25,4320,DR,HOULDSWORTH,28213,4320_HOULDSWORTH_DR_28213
165,"7703 McCarron Way, Charlotte, NC 28215",2050,2023-02-25,7703,WAY,MCCARRON,28215,7703_MCCARRON_WAY_28215
386,"3229 Kayla Ln, Charlotte, NC 28215",2050,2023-02-24,3229,LN,KAYLA,28215,3229_KAYLA_LN_28215
116,"4219 John Dale Ln, Charlotte, NC 28269",2050,2023-02-25,4219,LN,JOHN DALE,28269,4219_JOHN DALE_LN_28269
111,"7306 Wheyfield Dr, Charlotte, NC 28215",2050,2023-02-25,7306,DR,WHEYFIELD,28215,7306_WHEYFIELD_DR_28215
352,"6943 Brachnell View Dr, Charlotte, NC 28269",2049,2023-02-25,6943,DR,BRACHNELL VIEW,28269,6943_BRACHNELL VIEW_DR_28269
286,"8638 Panglemont Dr, Charlotte, NC 28269",2049,2023-02-25,8638,DR,PANGLEMONT,28269,8638_PANGLEMONT_DR_28269
662,"3100 James Rd, Charlotte, NC 28215",2048,2023-02-25,3100,RD,JAMES,28215,3100_JAMES_RD_28215
324,"6944 Brachnell View Dr, Charlotte, NC 28269",2045,2023-02-25,6944,DR,BRACHNELL VIEW,28269,6944_BRACHNELL VIEW_DR_28269
728,"823 Reigate Rd, Charlotte, NC 28262",2045,2023-02-25,823,RD,REIGATE,28262,823_REIGATE_RD_28262
456,"14519 Sunset Walk Ln, Huntersville, NC 28078",2045,2023-02-24,14519,LN,SUNSET WALK,28078,14519_SUNSET WALK_LN_28078
571,"1111 Franklin Thomas Pl, Charlotte, NC 28214",2045,2023-02-24,1111,PL,FRANKLIN THOMAS,28214,1111_FRANKLIN THOMAS_PL_28214
540,"7425 Honey Flower Pl, Charlotte, NC 28214",2045,2023-02-24,7425,PL,HONEY FLOWER,28214,7425_HONEY FLOWER_PL_28214
87,"6301 Bonnybrook Ln, Charlotte, NC 28212",2040,2023-02-25,6301,LN,BONNYBROOK,28212,6301_BONNYBROOK_LN_28212
58,"8421 Ainsworth St, Charlotte, NC 28216",2040,2023-02-24,8421,ST,AINSWORTH,28216,8421_AINSWORTH_ST_28216
282,"7904 Shiny Meadow Ln, Charlotte, NC 28215",2039,2023-02-25,7904,LN,SHINY MEADOW,28215,7904_SHINY MEADOW_LN_28215
21,"6511 Rumple Rd, Charlotte, NC 28262",2035,2023-02-24,6511,RD,RUMPLE,28262,6511_RUMPLE_RD_28262
542,"7136 Finnigan Rd, Charlotte, NC 28215",2035,2023-02-25,7136,RD,FINNIGAN,28215,7136_FINNIGAN_RD_28215
248,"11713 Windy Mist Way, Huntersville, NC 28078",2035,2023-02-24,11713,WAY,WINDY MIST,28078,11713_WINDY MIST_WAY_28078
371,"6601 Lynfield Dr, Charlotte, NC 28212",2035,2023-02-24,6601,DR,LYNFIELD,28212,6601_LYNFIELD_DR_28212
411,"927 Swearngan Ridge Ct, Charlotte, NC 28216",2035,2023-02-25,927,CT,SWEARNGAN RIDGE,28216,927_SWEARNGAN RIDGE_CT_28216
708,"13036 Peacock Ln, Charlotte, NC 28215",2030,2023-02-25,13036,LN,PEACOCK,28215,13036_PEACOCK_LN_28215
64,"4915 Stowe Derby Dr, Charlotte, NC 28278",2030,2023-02-24,4915,DR,STOWE DERBY,28278,4915_STOWE DERBY_DR_28278
539,"5323 Ayers Orchard Way, Charlotte, NC 28227",2029,2023-02-25,5323,WAY,AYERS ORCHARD,28227,5323_AYERS ORCHARD_WAY_28227
160,"12966 Hill Pine Rd, Midland, NC 28107",2025,2023-02-24,12966,RD,HILL PINE,28107,12966_HILL PINE_RD_28107
339,"8707 Balsam Bay Rd, Charlotte, NC 28227",2025,2023-02-25,8707,RD,BALSAM BAY,28227,8707_BALSAM BAY_RD_28227
129,"5203 Hedgecrest Pl, Charlotte, NC 28269",2025,2023-02-25,5203,PL,HEDGECREST,28269,5203_HEDGECREST_PL_28269
37,"6944 Reese Furr Dr, Charlotte, NC 28216",2025,2023-02-24,6944,DR,REESE FURR,28216,6944_REESE FURR_DR_28216
77,"8113 Rosberg Ln, Charlotte, NC 28216",2025,2023-02-24,8113,LN,ROSBERG,28216,8113_ROSBERG_LN_28216
41,"9321 Haywain Ct, Charlotte, NC 28213",2020,2023-02-24,9321,CT,HAYWAIN,28213,9321_HAYWAIN_CT_28213
138,"8718 Old Potters Rd, Charlotte, NC 28269",2020,2023-02-24,8718,RD,OLD POTTERS,28269,8718_OLD POTTERS_RD_28269
55,"3711 Edgeview Dr, Indian Trail, NC 28079",2020,2023-02-24,3711,DR,EDGEVIEW,28079,3711_EDGEVIEW_DR_28079
593,"8615 Tweedsmuir Glen Ln, Charlotte, NC 28215",2015,2023-02-25,8615,LN,TWEEDSMUIR GLEN,28215,8615_TWEEDSMUIR GLEN_LN_28215
581,"1904 Travertine Ln, Fort Mill, SC 29708",2015,2023-02-24,1904,LN,TRAVERTINE,29708,1904_TRAVERTINE_LN_29708
379,"4426 Oakburn Dr, Charlotte, NC 28269",2015,2023-02-25,4426,DR,OAKBURN,28269,4426_OAKBURN_DR_28269
161,"4426 Oakburn Drive, Charlotte, NC 28269",2015,2023-02-24,4426,DRIVE,OAKBURN,28269,4426_OAKBURN_DRIVE_28269
502,"1003 Astoria Dr, Monroe, NC 28110",2010,2023-02-24,1003,DR,ASTORIA,28110,1003_ASTORIA_DR_28110
171,"15233 De Havilland Dr, Charlotte, NC 28278",2010,2023-02-24,15233,DR,DE HAVILLAND,28278,15233_DE HAVILLAND_DR_28278
106,"812 E John St, Matthews, NC 28105",2009,2023-02-25,812,ST,E JOHN,28105,812_E JOHN_ST_28105
57,"13514 Anne Browers Rd, Charlotte, NC 28213",2005,2023-02-24,13514,RD,ANNE BROWERS,28213,13514_ANNE BROWERS_RD_28213
236,"2919 Bridgeville Ln, Charlotte, NC 28262",2000,2023-02-25,2919,LN,BRIDGEVILLE,28262,2919_BRIDGEVILLE_LN_28262
312,"6446 Matlea Ct, Charlotte, NC 28215",2000,2023-02-24,6446,CT,MATLEA,28215,6446_MATLEA_CT_28215
331,"4327 Waterbury Dr, Charlotte, NC 28209",2000,2023-02-24,4327,DR,WATERBURY,28209,4327_WATERBURY_DR_28209
441,"7421 Coffey Creek Dr, Charlotte, NC 28273",2000,2023-02-24,7421,DR,COFFEY CREEK,28273,7421_COFFEY CREEK_DR_28273
126,"9335 Jaspar Crest Ln, Charlotte, NC 28269",2000,2023-02-25,9335,LN,JASPAR CREST,28269,9335_JASPAR CREST_LN_28269
299,"8636 Ballard Hills Ct, Charlotte, NC 28215",2000,2023-02-24,8636,CT,BALLARD HILLS,28215,8636_BALLARD HILLS_CT_28215
471,"525 Greenwood Dr, Charlotte, NC 28217",2000,2023-02-25,525,DR,GREENWOOD,28217,525_GREENWOOD_DR_28217
158,"8931 Potomac Blvd, Charlotte, NC 28216",2000,2023-02-25,8931,BLVD,POTOMAC,28216,8931_POTOMAC_BLVD_28216
464,"7547 Fallow Ln, Charlotte, NC 28273",2000,2023-02-25,7547,LN,FALLOW,28273,7547_FALLOW_LN_28273
438,"1608 Sumter Ave, Charlotte, NC 28208",2000,2023-02-24,1608,AVE,SUMTER,28208,1608_SUMTER_AVE_28208
514,"2233 Kimway Dr, Matthews, NC 28105",2000,2023-02-25,2233,DR,KIMWAY,28105,2233_KIMWAY_DR_28105
187,"8223 Gabon Ct, Charlotte, NC 28215",2000,2023-02-25,8223,CT,GABON,28215,8223_GABON_CT_28215
469,"7407 Kinsmore Ln, Charlotte, NC 28269",2000,2023-02-24,7407,LN,KINSMORE,28269,7407_KINSMORE_LN_28269
355,"5112 Snowdrop Dr, Charlotte, NC 28215",2000,2023-02-24,5112,DR,SNOWDROP,28215,5112_SNOWDROP_DR_28215
480,"8300 Gidleigh Ct, Charlotte, NC 28216",2000,2023-02-24,8300,CT,GIDLEIGH,28216,8300_GIDLEIGH_CT_28216
819,"8125 Rosberg Ln, Charlotte, NC 28216",2000,2023-02-25,8125,LN,ROSBERG,28216,8125_ROSBERG_LN_28216
359,"1715 Golden Heights Ct, Charlotte, NC 28214",2000,2023-02-24,1715,CT,GOLDEN HEIGHTS,28214,1715_GOLDEN HEIGHTS_CT_28214
585,"915 McArthur Ave, Charlotte, NC 28206",1999,2023-02-24,915,AVE,MCARTHUR,28206,915_MCARTHUR_AVE_28206
284,"2207 Pleasant Dale Dr, Charlotte, NC 28214",1999,2023-02-25,2207,DR,PLEASANT DALE,28214,2207_PLEASANT DALE_DR_28214
434,"5100 Unaka Ave, Charlotte, NC 28205",1999,2023-02-24,5100,AVE,UNAKA,28205,5100_UNAKA_AVE_28205
446,"415 Mather Green Ave APT I, Charlotte, NC 28203",1995,2023-02-25,415,I,MATHER GREEN AVE APT,28203,415_MATHER GREEN AVE APT_I_28203
250,"7200 Shadowlake Dr, Charlotte, NC 28226",1995,2023-02-24,7200,DR,SHADOWLAKE,28226,7200_SHADOWLAKE_DR_28226
597,"11129 Meadowcrest Ln, Charlotte, NC 28226",1995,2023-02-24,11129,LN,MEADOWCREST,28226,11129_MEADOWCREST_LN_28226
146,"841 Old Forester Ln, Charlotte, NC 28214",1995,2023-02-25,841,LN,OLD FORESTER,28214,841_OLD FORESTER_LN_28214
214,"709 Bellows Ln, Charlotte, NC 28270",1995,2023-02-25,709,LN,BELLOWS,28270,709_BELLOWS_LN_28270
579,"706 Lumber Ln, Charlotte, NC 28214",1995,2023-02-25,706,LN,LUMBER,28214,706_LUMBER_LN_28214
613,"13522 Glenwyck Ln, Huntersville, NC 28078",1995,2023-02-25,13522,LN,GLENWYCK,28078,13522_GLENWYCK_LN_28078
140,"4528 Trillium Fields Dr, Charlotte, NC 28269",1995,2023-02-25,4528,DR,TRILLIUM FIELDS,28269,4528_TRILLIUM FIELDS_DR_28269
655,"2512 Reid Oaks Dr, Charlotte, NC 28208",1995,2023-02-24,2512,DR,REID OAKS,28208,2512_REID OAKS_DR_28208
250,"13319 Harvest Point Dr, Huntersville, NC 28078",1995,2023-02-25,13319,DR,HARVEST POINT,28078,13319_HARVEST POINT_DR_28078
345,"13529 Michael Lynn Rd, Charlotte, NC 28278",1995,2023-02-25,13529,RD,MICHAEL LYNN,28278,13529_MICHAEL LYNN_RD_28278
510,"5002 City Lights Dr, Indian Trail, NC 28079",1995,2023-02-24,5002,DR,CITY LIGHTS,28079,5002_CITY LIGHTS_DR_28079
395,"8621 Berrybrook Ln, Charlotte, NC 28269",1995,2023-02-25,8621,LN,BERRYBROOK,28269,8621_BERRYBROOK_LN_28269
561,"6110 Goldenfield Dr, Charlotte, NC 28269",1995,2023-02-25,6110,DR,GOLDENFIELD,28269,6110_GOLDENFIELD_DR_28269
818,"10908 Dulin Creek Blvd, Charlotte, NC 28215",1995,2023-02-25,10908,BLVD,DULIN CREEK,28215,10908_DULIN CREEK_BLVD_28215
532,"3936 Caldwell Ridge Pkwy, Charlotte, NC 28213",1995,2023-02-24,3936,PKWY,CALDWELL RIDGE,28213,3936_CALDWELL RIDGE_PKWY_28213
307,"708 Hawley St, Charlotte, NC 28214",1995,2023-02-24,708,ST,HAWLEY,28214,708_HAWLEY_ST_28214
493,"2004 Magna Ln, Indian Trail, NC 28079",1995,2023-02-24,2004,LN,MAGNA,28079,2004_MAGNA_LN_28079
517,"3104 Kelly Grove Ln, Monroe, NC 28110",1995,2023-02-24,3104,LN,KELLY GROVE,28110,3104_KELLY GROVE_LN_28110
546,"8902 Fuschia Ct, Charlotte, NC 28215",1995,2023-02-25,8902,CT,FUSCHIA,28215,8902_FUSCHIA_CT_28215
195,"2606 Chickadee Dr, Charlotte, NC 28269",1995,2023-02-25,2606,DR,CHICKADEE,28269,2606_CHICKADEE_DR_28269
376,"10123 Cannarti Dr, Charlotte, NC 28273",1995,2023-02-25,10123,DR,CANNARTI,28273,10123_CANNARTI_DR_28273
395,"6628 Cool Water Ct, Charlotte, NC 28215",1995,2023-02-24,6628,CT,COOL WATER,28215,6628_COOL WATER_CT_28215
302,"3414 Victoria Brook Ln, Charlotte, NC 28208",1995,2023-02-25,3414,LN,VICTORIA BROOK,28208,3414_VICTORIA BROOK_LN_28208
666,"13028 Beddingfield Dr, Charlotte, NC 28278",1995,2023-02-25,13028,DR,BEDDINGFIELD,28278,13028_BEDDINGFIELD_DR_28278
697,"11528 Candlelight Ct, Charlotte, NC 28226",1995,2023-02-25,11528,CT,CANDLELIGHT,28226,11528_CANDLELIGHT_CT_28226
722,"3305 Frostmoor Pl, Charlotte, NC 28269",1995,2023-02-25,3305,PL,FROSTMOOR,28269,3305_FROSTMOOR_PL_28269
338,"5922 Coatbridge Ln, Charlotte, NC 28212",1995,2023-02-24,5922,LN,COATBRIDGE,28212,5922_COATBRIDGE_LN_28212
584,"3560 Laurenhurst Ln, Charlotte, NC 28270",1995,2023-02-25,3560,LN,LAURENHURST,28270,3560_LAURENHURST_LN_28270
330,"2109 Brewton Dr, Charlotte, NC 28206",1995,2023-02-24,2109,DR,BREWTON,28206,2109_BREWTON_DR_28206
120,"5618 Turtleback Ct, Charlotte, NC 28269",1995,2023-02-25,5618,CT,TURTLEBACK,28269,5618_TURTLEBACK_CT_28269
543,"2716 Black Cherry Dr, Charlotte, NC 28262",1995,2023-02-24,2716,DR,BLACK CHERRY,28262,2716_BLACK CHERRY_DR_28262
552,"3600 Arthur St, Indian Trail, NC 28079",1995,2023-02-24,3600,ST,ARTHUR,28079,3600_ARTHUR_ST_28079
185,"8946 Chalkstone Rd, Charlotte, NC 28216",1995,2023-02-25,8946,RD,CHALKSTONE,28216,8946_CHALKSTONE_RD_28216
228,"2113 McKenzie Creek Dr, Charlotte, NC 28270",1995,2023-02-24,2113,DR,MCKENZIE CREEK,28270,2113_MCKENZIE CREEK_DR_28270
243,"14312 Southbridge Forest Dr, Charlotte, NC 28273",1995,2023-02-25,14312,DR,SOUTHBRIDGE FOREST,28273,14312_SOUTHBRIDGE FOREST_DR_28273
428,"5715 Branthurst Dr, Charlotte, NC 28269",1995,2023-02-25,5715,DR,BRANTHURST,28269,5715_BRANTHURST_DR_28269
764,"6209 Purbeck Way, Charlotte, NC 28215",1995,2023-02-25,6209,WAY,PURBECK,28215,6209_PURBECK_WAY_28215
576,"909 Howard Cir, Charlotte, NC 28214",1995,2023-02-25,909,CIR,HOWARD,28214,909_HOWARD_CIR_28214
358,"507 Leland St, Charlotte, NC 28214",1995,2023-02-25,507,ST,LELAND,28214,507_LELAND_ST_28214
364,"4745 Sunburst Ln, Charlotte, NC 28213",1995,2023-02-25,4745,LN,SUNBURST,28213,4745_SUNBURST_LN_28213
437,"10119 Fieldstone Ct, Charlotte, NC 28269",1995,2023-02-25,10119,CT,FIELDSTONE,28269,10119_FIELDSTONE_CT_28269
350,"15253 Leslie Brook Rd, Huntersville, NC 28078",1995,2023-02-25,15253,RD,LESLIE BROOK,28078,15253_LESLIE BROOK_RD_28078
743,"3730 Wondering Oak Ln, Charlotte, NC 28269",1995,2023-02-25,3730,LN,WONDERING OAK,28269,3730_WONDERING OAK_LN_28269
350,"3008 Clover Rd NW, Concord, NC 28027",1990,2023-02-24,3008,NW,CLOVER RD,28027,3008_CLOVER RD_NW_28027
188,"4828 Palustris Ct, Charlotte, NC 28269",1990,2023-02-24,4828,CT,PALUSTRIS,28269,4828_PALUSTRIS_CT_28269
288,"7518 Aragorn Ln, Charlotte, NC 28212",1985,2023-02-25,7518,LN,ARAGORN,28212,7518_ARAGORN_LN_28212
723,"2430 Knickerbocker Dr, Charlotte, NC 28212",1985,2023-02-25,2430,DR,KNICKERBOCKER,28212,2430_KNICKERBOCKER_DR_28212
322,"10041 Brawley Ln, Charlotte, NC 28215",1980,2023-02-25,10041,LN,BRAWLEY,28215,10041_BRAWLEY_LN_28215
338,"5120 Vanhoy Ln, Charlotte, NC 28269",1980,2023-02-25,5120,LN,VANHOY,28269,5120_VANHOY_LN_28269
24,"8414 Newfane Rd, Charlotte, NC 28269",1980,2023-02-25,8414,RD,NEWFANE,28269,8414_NEWFANE_RD_28269
746,"1216 Blue Mist Cir, Charlotte, NC 28262",1979,2023-02-25,1216,CIR,BLUE MIST,28262,1216_BLUE MIST_CIR_28262
49,"328 Amir Cir, Matthews, NC 28105",1975,2023-02-24,328,CIR,AMIR,28105,328_AMIR_CIR_28105
507,"8501 Galena View Dr, Charlotte, NC 28269",1975,2023-02-24,8501,DR,GALENA VIEW,28269,8501_GALENA VIEW_DR_28269
568,"1531 Bitter Creek Dr, Charlotte, NC 28214",1975,2023-02-24,1531,DR,BITTER CREEK,28214,1531_BITTER CREEK_DR_28214
593,"9727 Cayenne Dr, Charlotte, NC 28214",1975,2023-02-24,9727,DR,CAYENNE,28214,9727_CAYENNE_DR_28214
111,"7022 Honey Tree Ln, Indian Trail, NC 28079",1975,2023-02-24,7022,LN,HONEY TREE,28079,7022_HONEY TREE_LN_28079
231,"14446 O&#39;Casey Ln, Charlotte, NC 28213",1975,2023-02-24,14446,LN,O&#39;CASEY,28213,14446_O&#39;CASEY_LN_28213
564,"1101 W 1st St, Charlotte, NC 28202",1974,2023-02-24,1101,ST,W 1ST,28202,1101_W 1ST_ST_28202
14,"3014 Edmonton Pl, Charlotte, NC 28269",1970,2023-02-24,3014,PL,EDMONTON,28269,3014_EDMONTON_PL_28269
649,"3610 Craigholm Ct, Charlotte, NC 28262",1970,2023-02-24,3610,CT,CRAIGHOLM,28262,3610_CRAIGHOLM_CT_28262
809,"422 Kingville Dr, Charlotte, NC 28213",1968,2023-02-25,422,DR,KINGVILLE,28213,422_KINGVILLE_DR_28213
245,"11902 Brownestone View Dr, Charlotte, NC 28269",1965,2023-02-25,11902,DR,BROWNESTONE VIEW,28269,11902_BROWNESTONE VIEW_DR_28269
208,"6647 Reedy Creek Rd, Charlotte, NC 28215",1965,2023-02-25,6647,RD,REEDY CREEK,28215,6647_REEDY CREEK_RD_28215
382,"7120 Spandril Ln, Charlotte, NC 28215",1965,2023-02-25,7120,LN,SPANDRIL,28215,7120_SPANDRIL_LN_28215
114,"1461 Summer Coach Dr, Charlotte, NC 28216",1965,2023-02-25,1461,DR,SUMMER COACH,28216,1461_SUMMER COACH_DR_28216
168,"8933 Trentsby Pl, Charlotte, NC 28216",1964,2023-02-25,8933,PL,TRENTSBY,28216,8933_TRENTSBY_PL_28216
82,"11128 Renda Ct, Charlotte, NC 28215",1960,2023-02-24,11128,CT,RENDA,28215,11128_RENDA_CT_28215
124,"6419 Matlea Ct, Charlotte, NC 28215",1960,2023-02-24,6419,CT,MATLEA,28215,6419_MATLEA_CT_28215
326,"1401 Kennsington Hill Ct, Charlotte, NC 28216",1960,2023-02-24,1401,CT,KENNSINGTON HILL,28216,1401_KENNSINGTON HILL_CT_28216
69,"7218 Fox Point Dr, Charlotte, NC 28269",1960,2023-02-24,7218,DR,FOX POINT,28269,7218_FOX POINT_DR_28269
83,"8405 Rolling Meadows Ln, Huntersville, NC 28078",1955,2023-02-25,8405,LN,ROLLING MEADOWS,28078,8405_ROLLING MEADOWS_LN_28078
107,"832 Old Forester Ln, Charlotte, NC 28214",1955,2023-02-24,832,LN,OLD FORESTER,28214,832_OLD FORESTER_LN_28214
11,"1608 Moss Creek Dr, Harrisburg, NC 28075",1955,2023-02-24,1608,DR,MOSS CREEK,28075,1608_MOSS CREEK_DR_28075
128,"4012 Chandler Haven Drive, Charlotte, NC 28269",1955,2023-02-24,4012,DRIVE,CHANDLER HAVEN,28269,4012_CHANDLER HAVEN_DRIVE_28269
164,"719 Trailing Rock Dr, Charlotte, NC 28214",1955,2023-02-24,719,DR,TRAILING ROCK,28214,719_TRAILING ROCK_DR_28214
124,"10716 Essex Hall Dr, Charlotte, NC 28277",1950,2023-02-25,10716,DR,ESSEX HALL,28277,10716_ESSEX HALL_DR_28277
125,"4716 Brewer Dr, Charlotte, NC 28208",1950,2023-02-25,4716,DR,BREWER,28208,4716_BREWER_DR_28208
511,"9844 Kings Parade Blvd, Charlotte, NC 28273",1950,2023-02-24,9844,BLVD,KINGS PARADE,28273,9844_KINGS PARADE_BLVD_28273
639,"3321 Piney Grove Rd, Charlotte, NC 28212",1950,2023-02-24,3321,RD,PINEY GROVE,28212,3321_PINEY GROVE_RD_28212
107,"7919 McGarry Trl, Charlotte, NC 28214",1950,2023-02-25,7919,TRL,MCGARRY,28214,7919_MCGARRY_TRL_28214
279,"7201 Garrett Ct, Charlotte, NC 28214",1950,2023-02-25,7201,CT,GARRETT,28214,7201_GARRETT_CT_28214
240,"10230 Garrett Grigg Rd, Charlotte, NC 28262",1950,2023-02-25,10230,RD,GARRETT GRIGG,28262,10230_GARRETT GRIGG_RD_28262
360,"1005 Omaha Dr, Monroe, NC 28110",1950,2023-02-24,1005,DR,OMAHA,28110,1005_OMAHA_DR_28110
291,"7120 Amarillo Dr, Charlotte, NC 28262",1950,2023-02-24,7120,DR,AMARILLO,28262,7120_AMARILLO_DR_28262
148,"2431 Normancrest Ct, Charlotte, NC 28270",1950,2023-02-25,2431,CT,NORMANCREST,28270,2431_NORMANCREST_CT_28270
404,"2922 Crawford Brook Ln, Charlotte, NC 28269",1950,2023-02-24,2922,LN,CRAWFORD BROOK,28269,2922_CRAWFORD BROOK_LN_28269
436,"8718 Golf Ridge Dr, Charlotte, NC 28277",1950,2023-02-24,8718,DR,GOLF RIDGE,28277,8718_GOLF RIDGE_DR_28277
560,"8107 Nations Ford Rd, Charlotte, NC 28217",1950,2023-02-24,8107,RD,NATIONS FORD,28217,8107_NATIONS FORD_RD_28217
614,"7010 Beverly Springs Dr, Charlotte, NC 28270",1950,2023-02-25,7010,DR,BEVERLY SPRINGS,28270,7010_BEVERLY SPRINGS_DR_28270
357,"519 Leland St, Charlotte, NC 28214",1950,2023-02-25,519,ST,LELAND,28214,519_LELAND_ST_28214
